t;Respiration;GSR;Temperature;CFM
14.063;-14.177;-43.106;26.827;60
14.094;-14.17;-43.106;26.84;60
14.125;-14.17;-43.106;26.827;60
14.156;-14.099;-43.106;26.84;60
14.188;-14.076;-43.106;26.84;60
14.219;-14.084;-43.106;26.84;60
14.250;-14.084;-43.106;26.84;60
14.281;-14.068;-43.118;26.84;60
14.313;-14.068;-43.118;26.84;60
14.344;-14.053;-43.118;26.84;60
14.375;-14.037;-43.118;26.827;60
14.406;-14.014;-43.118;26.827;60
14.438;-14.279;-43.106;26.84;60
14.469;-14.232;-43.106;26.84;60
14.500;-14.224;-43.106;26.84;60
14.531;-14.17;-43.106;26.84;60
14.563;-14.131;-43.106;26.827;60
14.594;-14.107;-43.106;26.84;60
14.625;-14.115;-43.106;26.827;60
14.656;-14.092;-43.106;26.827;60
14.688;-14.068;-43.118;26.827;60
14.719;-14.053;-43.118;26.827;60
14.750;-14.06;-43.118;26.827;60
14.781;-14.037;-43.118;26.827;60
14.813;-14.06;-43.118;26.827;60
14.844;-14.021;-43.118;26.827;60
14.875;-14.263;-43.106;26.827;60
14.906;-14.302;-43.118;26.827;60
14.938;-14.357;-43.118;26.827;60
14.969;-14.333;-43.118;26.827;60
15.000;-14.31;-43.118;26.827;60
15.031;-14.287;-43.118;26.815;60
15.063;-14.263;-43.118;26.827;60
15.094;-14.279;-43.118;26.827;60
15.125;-14.24;-43.118;26.827;60
15.156;-14.255;-43.118;26.815;60
15.188;-14.216;-43.118;26.815;60
15.219;-14.216;-43.118;26.815;60
15.250;-14.193;-43.118;26.815;60
15.281;-14.154;-43.118;26.815;60
15.313;-14.404;-43.106;26.89;60
15.344;-14.341;-43.106;26.815;60
15.375;-14.349;-43.106;26.815;60
15.406;-14.287;-43.118;26.815;60
15.438;-14.279;-43.118;26.815;60
15.469;-14.263;-43.118;26.815;60
15.500;-14.24;-43.118;26.815;60
15.531;-14.185;-43.118;26.815;60
15.563;-14.185;-43.118;26.815;60
15.594;-14.17;-43.118;26.815;60
15.625;-14.17;-43.118;26.815;60
15.656;-14.162;-43.118;26.815;60
15.688;-14.154;-43.118;26.815;60
15.719;-14.17;-43.118;26.815;60
15.750;-14.404;-43.106;26.827;60
15.781;-14.357;-43.106;26.815;60
15.813;-14.318;-43.106;26.815;60
15.844;-14.271;-43.106;26.815;60
15.875;-14.263;-43.106;26.815;60
15.906;-14.255;-43.106;26.815;60
15.938;-14.31;-43.106;26.815;60
15.969;-14.326;-43.106;26.815;60
16.000;-14.326;-43.118;26.815;60
16.031;-14.279;-43.118;26.815;60
16.063;-14.302;-43.118;26.815;60
16.094;-14.294;-43.118;26.815;60
16.125;-14.263;-43.118;26.815;60
16.156;-14.255;-43.118;26.815;60
16.188;-14.474;-43.118;26.815;60
16.219;-14.419;-43.118;26.815;60
16.250;-14.326;-43.118;26.815;60
16.281;-14.24;-43.118;26.815;60
16.313;-14.146;-43.118;26.815;60
16.344;-14.053;-43.118;26.815;60
16.375;-13.998;-43.118;26.815;60
16.406;-13.936;-43.118;26.815;60
16.438;-13.865;-43.118;26.815;60
16.469;-13.772;-43.118;26.815;60
16.500;-13.694;-43.118;26.815;60
16.531;-13.647;-43.118;26.815;60
